term,total_count,doc_count,doc_pct,action,reason
factory,7,7,0.03,add,new candidate
feather,7,7,0.03,add,new candidate
feeder,7,7,0.03,add,new candidate
fig,7,7,0.03,add,new candidate
flight,7,7,0.03,add,new candidate
glaci wall,7,7,0.03,add,new candidate
glass door,7,7,0.03,add,new candidate
golden statue,7,7,0.03,add,new candidate
hall,7,7,0.03,add,new candidate
happy,7,7,0.03,add,new candidate
hospital gown,7,7,0.03,add,new candidate
hot dog,7,7,0.03,add,new candidate
ladder,7,7,0.03,add,new candidate
library,7,7,0.03,add,new candidate
license,7,7,0.03,add,new candidate
medal,7,7,0.03,add,new candidate
message,7,7,0.03,add,new candidate
milk,7,7,0.03,add,new candidate
night sky,7,7,0.03,add,new candidate
office,7,7,0.03,skip,already in label list
oven,7,7,0.03,add,new candidate
oyster,7,7,0.03,add,new candidate
packet,7,7,0.03,add,new candidate
panda,7,7,0.03,add,new candidate
passenger,7,7,0.03,add,new candidate
peacock,7,7,0.03,add,new candidate
piano,7,7,0.03,add,new candidate
post,7,7,0.03,add,new candidate
presentation,7,7,0.03,add,new candidate
puzzle,7,7,0.03,add,new candidate
restaurant kitchen,7,7,0.03,add,new candidate
rice,7,7,0.03,add,new candidate
rifle,7,7,0.03,add,new candidate
rocky shore,7,7,0.03,add,new candidate
roller coaster,7,7,0.03,add,new candidate
sale,7,7,0.03,add,new candidate
santa hat,7,7,0.03,add,new candidate
skate,7,7,0.03,add,new candidate
slope,7,7,0.03,add,new candidate
sport car,7,7,0.03,add,new candidate
sunflower,7,7,0.03,add,new candidate
system,7,7,0.03,add,new candidate
t shirt,7,7,0.03,add,new candidate
team,7,7,0.03,add,new candidate
tennis court,7,7,0.03,add,new candidate
toy train,7,7,0.03,add,new candidate
trough,7,7,0.03,add,new candidate
wildflower,7,7,0.03,add,new candidate
wire fence,7,7,0.03,add,new candidate
wooden structure,7,7,0.03,add,new candidate
arcade,7,6,0.03,add,new candidate
banda,7,6,0.03,add,new candidate
fry,7,6,0.03,add,new candidate
joel,7,6,0.03,add,new candidate
leash,7,6,0.03,add,new candidate
pekin,7,6,0.03,add,new candidate
planter,7,6,0.03,add,new candidate
skull,7,6,0.03,add,new candidate
telephone,7,6,0.03,add,new candidate
trophy,7,6,0.03,add,new candidate
water heater,7,6,0.03,add,new candidate
circuit,7,5,0.02,add,new candidate
dollar,7,5,0.02,add,new candidate
pine cone,7,5,0.02,add,new candidate
club,7,3,0.01,add,new candidate
humming,7,2,0.01,skip,rare docs<3
gred,7,1,0.00,skip,rare docs<3
st thoma,7,1,0.00,skip,rare docs<3
thoma,7,1,0.00,skip,rare docs<3
angle,6,6,0.03,add,new candidate
baseball bat,6,6,0.03,add,new candidate
basketball court,6,6,0.03,add,new candidate
batman,6,6,0.03,add,new candidate
beach chair,6,6,0.03,add,new candidate
bin,6,6,0.03,add,new candidate
boy hair,6,6,0.03,add,new candidate
bumper car,6,6,0.03,add,new candidate
cable,6,6,0.03,add,new candidate
canal,6,6,0.03,skip,already in label list
capt,6,6,0.03,add,new candidate
chocolate cake,6,6,0.03,add,new candidate
climbing,6,6,0.03,add,new candidate
dead tree,6,6,0.03,add,new candidate
disneyland,6,6,0.03,add,new candidate
dog swimming,6,6,0.03,add,new candidate
dolphin swimming,6,6,0.03,add,new candidate
donkey,6,6,0.03,add,new candidate
drone,6,6,0.03,add,new candidate
ear,6,6,0.03,add,new candidate
festival,6,6,0.03,add,new candidate
film,6,6,0.03,add,new candidate
fire pit,6,6,0.03,add,new candidate
float,6,6,0.03,add,new candidate
gear,6,6,0.03,add,new candidate
grape,6,6,0.03,add,new candidate
groom dancing,6,6,0.03,add,new candidate
guy,6,6,0.03,add,new candidate
haircut,6,6,0.03,add,new candidate
halloween decoration,6,6,0.03,add,new candidate
headphone,6,6,0.03,add,new candidate
herd,6,6,0.03,add,new candidate
high angle,6,6,0.03,add,new candidate
hong,6,6,0.03,add,new candidate
insect,6,6,0.03,add,new candidate
iphone,6,6,0.03,add,new candidate
jesus,6,6,0.03,add,new candidate
kayak pad,6,6,0.03,add,new candidate
lab,6,6,0.03,add,new candidate
leather chair,6,6,0.03,add,new candidate
license plate,6,6,0.03,add,new candidate
lock,6,6,0.03,add,new candidate
magazine,6,6,0.03,skip,already in label list
mage,6,6,0.03,add,new candidate
mage nebula,6,6,0.03,add,new candidate
marble,6,6,0.03,add,new candidate
metal structure,6,6,0.03,add,new candidate
military vehicle,6,6,0.03,add,new candidate
monument,6,6,0.03,add,new candidate
movie theater,6,6,0.03,add,new candidate
nebula,6,6,0.03,add,new candidate
nichola,6,6,0.03,add,new candidate
obama,6,6,0.03,add,new candidate
polar bear,6,6,0.03,add,new candidate
power line,6,6,0.03,add,new candidate
projection screen,6,6,0.03,add,new candidate
reef,6,6,0.03,add,new candidate
ride,6,6,0.03,add,new candidate
roll,6,6,0.03,add,new candidate
rose,6,6,0.03,add,new candidate
salon,6,6,0.03,add,new candidate
scale,6,6,0.03,add,new candidate
shadow,6,6,0.03,add,new candidate
sheet,6,6,0.03,add,new candidate
snow yard,6,6,0.03,add,new candidate
square,6,6,0.03,add,new candidate
stack,6,6,0.03,add,new candidate
tail,6,6,0.03,add,new candidate
tall tower,6,6,0.03,add,new candidate
tan,6,6,0.03,add,new candidate
temple,6,6,0.03,add,new candidate
theatre,6,6,0.03,add,new candidate
totema,6,6,0.03,add,new candidate
toy gun,6,6,0.03,add,new candidate
traffic,6,6,0.03,add,new candidate
walker,6,6,0.03,add,new candidate
location,6,5,0.02,add,new candidate
nut,6,5,0.02,add,new candidate
thanksgiving,6,5,0.02,add,new candidate
water slide,6,5,0.02,add,new candidate
weather,6,5,0.02,add,new candidate
drip,6,4,0.02,add,new candidate
gi gi,6,4,0.02,add,new candidate
half,6,4,0.02,add,new candidate
roasting,6,4,0.02,add,new candidate
supply,6,4,0.02,add,new candidate
tread,6,4,0.02,add,new candidate
montesor,6,1,0.00,skip,rare docs<3
arrow,5,5,0.02,add,new candidate
baby goat,5,5,0.02,add,new candidate
bandage,5,5,0.02,add,new candidate
baseball field,5,5,0.02,add,new candidate
baseball player,5,5,0.02,add,new candidate
baseball uniform,5,5,0.02,add,new candidate
bird nest,5,5,0.02,add,new candidate
birthday party,5,5,0.02,skip,already in label list
bit,5,5,0.02,add,new candidate
book shelf,5,5,0.02,add,new candidate
brick patio,5,5,0.02,add,new candidate
bubble,5,5,0.02,add,new candidate
cabin,5,5,0.02,add,new candidate
cactus tree,5,5,0.02,add,new candidate
california,5,5,0.02,add,new candidate
canopy,5,5,0.02,add,new candidate
chop,5,5,0.02,add,new candidate
christma display,5,5,0.02,add,new candidate
clay,5,5,0.02,add,new candidate
coconut,5,5,0.02,add,new candidate
colorful building,5,5,0.02,add,new candidate
comet,5,5,0.02,add,new candidate
computer keyboard,5,5,0.02,add,new candidate
construction site,5,5,0.02,add,new candidate
coral reef,5,5,0.02,add,new candidate
country,5,5,0.02,add,new candidate
cutting board,5,5,0.02,add,new candidate
dance,5,5,0.02,add,new candidate
david,5,5,0.02,add,new candidate
dirt field,5,5,0.02,add,new candidate
disneyland world,5,5,0.02,add,new candidate
doll,5,5,0.02,add,new candidate
drawer,5,5,0.02,add,new candidate
ferry,5,5,0.02,add,new candidate
flower bed,5,5,0.02,add,new candidate
football game,5,5,0.02,add,new candidate
fun,5,5,0.02,add,new candidate
furniture,5,5,0.02,add,new candidate
galaxy,5,5,0.02,add,new candidate
gas pump,5,5,0.02,add,new candidate
glaci lake,5,5,0.02,add,new candidate
grassy hill,5,5,0.02,add,new candidate
grocery,5,5,0.02,add,new candidate
happy thanksgiving,5,5,0.02,add,new candidate
hockey,5,5,0.02,add,new candidate
hotel room,5,5,0.02,skip,already in label list
junk,5,5,0.02,add,new candidate
karate outfit,5,5,0.02,add,new candidate
liquid,5,5,0.02,add,new candidate
lush field,5,5,0.02,add,new candidate
lush forest,5,5,0.02,add,new candidate
mailbox,5,5,0.02,add,new candidate
metal door,5,5,0.02,add,new candidate
monitor screen,5,5,0.02,add,new candidate
olive tree,5,5,0.02,add,new candidate
patient,5,5,0.02,add,new candidate
pattern,5,5,0.02,add,new candidate
pedestal,5,5,0.02,add,new candidate
pepper,5,5,0.02,add,new candidate
pickle,5,5,0.02,add,new candidate
pigeon,5,5,0.02,add,new candidate
plaid shirt,5,5,0.02,add,new candidate
plastic toy,5,5,0.02,add,new candidate
pocket,5,5,0.02,add,new candidate
pointing,5,5,0.02,add,new candidate
polar,5,5,0.02,add,new candidate
polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar polar,5,5,0.02,add,new candidate
popcorn,5,5,0.02,add,new candidate
propeller,5,5,0.02,add,new candidate
puddle,5,5,0.02,add,new candidate
race car,5,5,0.02,add,new candidate
robe,5,5,0.02,add,new candidate
seafood,5,5,0.02,add,new candidate
sery,5,5,0.02,add,new candidate
showroom,5,5,0.02,add,new candidate
sie,5,5,0.02,add,new candidate
smart watch,5,5,0.02,add,new candidate
smoke,5,5,0.02,add,new candidate
soccer ball,5,5,0.02,add,new candidate
sparkle,5,5,0.02,add,new candidate
squirrel,5,5,0.02,add,new candidate
star war,5,5,0.02,add,new candidate
state,5,5,0.02,add,new candidate
step,5,5,0.02,add,new candidate
student,5,5,0.02,add,new candidate
stump,5,5,0.02,add,new candidate
subway station,5,5,0.02,add,new candidate
switch,5,5,0.02,add,new candidate
sword,5,5,0.02,add,new candidate
thatched roof,5,5,0.02,add,new candidate
thumb,5,5,0.02,add,new candidate
toy store,5,5,0.02,add,new candidate
train window,5,5,0.02,add,new candidate
tree stump,5,5,0.02,add,new candidate
turbine,5,5,0.02,add,new candidate
village,5,5,0.02,add,new candidate
water trough,5,5,0.02,add,new candidate
week,5,5,0.02,add,new candidate
wind turbine,5,5,0.02,add,new candidate
wooden dock,5,5,0.02,add,new candidate
work,5,5,0.02,add,new candidate
anniversary,5,4,0.02,skip,already in label list
broken leg,5,4,0.02,add,new candidate
butter,5,4,0.02,add,new candidate
calculaer,5,4,0.02,add,new candidate
clown,5,4,0.02,add,new candidate
eci,5,4,0.02,add,new candidate
newspaper,5,4,0.02,skip,already in label list
shed,5,4,0.02,add,new candidate
shower head,5,4,0.02,add,new candidate
snowman,5,4,0.02,add,new candidate
stainless refrigerator,5,4,0.02,add,new candidate
toilet seat,5,4,0.02,add,new candidate
tool,5,4,0.02,add,new candidate
trump,5,4,0.02,add,new candidate
wagon,5,4,0.02,add,new candidate
washington,5,4,0.02,add,new candidate
luigi,5,3,0.01,add,new candidate
sock,5,3,0.01,add,new candidate
spice,5,3,0.01,add,new candidate
bagel,5,2,0.01,skip,rare docs<3
website,5,2,0.01,skip,"rare docs<3, already in label list"
montesor child s club,5,1,0.00,skip,rare docs<3
radio screen,5,1,0.00,skip,rare docs<3
america,4,4,0.02,skip,rare total<5
arcade machine,4,4,0.02,skip,rare total<5
astronaut,4,4,0.02,skip,rare total<5
auditorium,4,4,0.02,skip,rare total<5
backdrop,4,4,0.02,skip,rare total<5
barber,4,4,0.02,skip,rare total<5
barcelona,4,4,0.02,skip,rare total<5
base,4,4,0.02,skip,rare total<5
battery,4,4,0.02,skip,rare total<5
bay,4,4,0.02,skip,rare total<5
beautiful day,4,4,0.02,skip,rare total<5
bike rack,4,4,0.02,skip,rare total<5
billboard,4,4,0.02,skip,rare total<5
blood,4,4,0.02,skip,rare total<5
blueberry,4,4,0.02,skip,rare total<5
boston,4,4,0.02,skip,rare total<5
bug,4,4,0.02,skip,rare total<5
bunny ear,4,4,0.02,skip,rare total<5
cable car,4,4,0.02,skip,rare total<5
calm lake,4,4,0.02,skip,rare total<5
canoe,4,4,0.02,skip,rare total<5
car door,4,4,0.02,skip,rare total<5
car engine,4,4,0.02,skip,rare total<5
cardboard box,4,4,0.02,skip,rare total<5
care,4,4,0.02,skip,rare total<5
carrot,4,4,0.02,skip,rare total<5
chest,4,4,0.02,skip,rare total<5
chocolate dessert,4,4,0.02,skip,rare total<5
church aisle,4,4,0.02,skip,rare total<5
church tower,4,4,0.02,skip,rare total<5
class,4,4,0.02,skip,rare total<5
closet,4,4,0.02,skip,rare total<5
clothing,4,4,0.02,skip,rare total<5
concrete ledge,4,4,0.02,skip,rare total<5
cooler,4,4,0.02,skip,rare total<5
coral,4,4,0.02,skip,rare total<5
cosmetic,4,4,0.02,skip,rare total<5
couch chair,4,4,0.02,skip,rare total<5
crate,4,4,0.02,skip,rare total<5
dial,4,4,0.02,skip,rare total<5
digital display,4,4,0.02,skip,rare total<5
dirt area,4,4,0.02,skip,rare total<5
donald,4,4,0.02,skip,rare total<5
dusk,4,4,0.02,skip,rare total<5
event,4,4,0.02,skip,rare total<5
fishing,4,4,0.02,skip,rare total<5
flaming,4,4,0.02,skip,rare total<5
gas mask,4,4,0.02,skip,rare total<5
gis,4,4,0.02,skip,rare total<5
glass table,4,4,0.02,skip,rare total<5
gorilla,4,4,0.02,skip,rare total<5
graduation,4,4,0.02,skip,"rare total<5, already in label list"
graffiti,4,4,0.02,skip,rare total<5
grass field,4,4,0.02,skip,rare total<5
gravel,4,4,0.02,skip,rare total<5
gymnastic,4,4,0.02,skip,rare total<5
holy trinity,4,4,0.02,skip,rare total<5
hoop,4,4,0.02,skip,rare total<5
