term,total_count,doc_count,doc_pct,action,reason
amazon,4,3,0.01,skip,rare total<5
cattle,4,3,0.01,skip,rare total<5
chess,4,3,0.01,skip,rare total<5
crack,4,3,0.01,skip,rare total<5
hour,4,3,0.01,skip,rare total<5
kangaroo,4,3,0.01,skip,rare total<5
pci,4,3,0.01,skip,rare total<5
pci board,4,3,0.01,skip,rare total<5
shutter,4,3,0.01,skip,rare total<5
telephone pole,4,3,0.01,skip,rare total<5
twitter,4,3,0.01,skip,rare total<5
vacuum,4,3,0.01,skip,rare total<5
virgin,4,3,0.01,skip,rare total<5
circuit board,4,2,0.01,skip,"rare total<5, rare docs<3"
stage set,4,2,0.01,skip,"rare total<5, rare docs<3"
starbuck,4,2,0.01,skip,"rare total<5, rare docs<3"
croix,4,1,0.00,skip,"rare total<5, rare docs<3"
particle,4,1,0.00,skip,"rare total<5, rare docs<3"
vid 20200306 112839mp4,4,1,0.00,skip,"rare total<5, rare docs<3"
3d glass,3,3,0.01,skip,rare total<5
airport terminal,3,3,0.01,skip,rare total<5
albert,3,3,0.01,skip,rare total<5
alien,3,3,0.01,skip,rare total<5
animal toy,3,3,0.01,skip,rare total<5
anna,3,3,0.01,skip,rare total<5
arcis,3,3,0.01,skip,rare total<5
arcis booth,3,3,0.01,skip,rare total<5
arrangement,3,3,0.01,skip,rare total<5
attire,3,3,0.01,skip,rare total<5
baby bed,3,3,0.01,skip,rare total<5
baseball cap,3,3,0.01,skip,rare total<5
basketball ball,3,3,0.01,skip,rare total<5
bathroom floor,3,3,0.01,skip,rare total<5
berman,3,3,0.01,skip,rare total<5
bi bi,3,3,0.01,skip,rare total<5
bird feeder,3,3,0.01,skip,rare total<5
birthday hat,3,3,0.01,skip,rare total<5
blackboard,3,3,0.01,skip,rare total<5
blend,3,3,0.01,skip,rare total<5
bow tie,3,3,0.01,skip,rare total<5
boxing,3,3,0.01,skip,rare total<5
breakfast,3,3,0.01,skip,rare total<5
brick road,3,3,0.01,skip,rare total<5
broom,3,3,0.01,skip,rare total<5
bruise,3,3,0.01,skip,rare total<5
bus stop,3,3,0.01,skip,rare total<5
busy street,3,3,0.01,skip,rare total<5
cabbage,3,3,0.01,skip,rare total<5
camouflage,3,3,0.01,skip,rare total<5
candi,3,3,0.01,skip,rare total<5
canva,3,3,0.01,skip,rare total<5
cape,3,3,0.01,skip,rare total<5
captain,3,3,0.01,skip,rare total<5
carriage,3,3,0.01,skip,rare total<5
casino,3,3,0.01,skip,rare total<5
chainsaw,3,3,0.01,skip,rare total<5
che che che che che che che che che che che che che che che che che che che che,3,3,0.01,skip,rare total<5
checkered floor,3,3,0.01,skip,rare total<5
christma concert,3,3,0.01,skip,rare total<5
christma decoration,3,3,0.01,skip,rare total<5
christma hat,3,3,0.01,skip,rare total<5
christma sign,3,3,0.01,skip,rare total<5
clay head,3,3,0.01,skip,rare total<5
clique,3,3,0.01,skip,rare total<5
code,3,3,0.01,skip,rare total<5
col col col col col col col col col col col col col col col col col col col col col col col col col col col col col col col col col col col col col col col,3,3,0.01,skip,rare total<5
collection,3,3,0.01,skip,rare total<5
commercial jet,3,3,0.01,skip,rare total<5
computer desk,3,3,0.01,skip,rare total<5
cooking,3,3,0.01,skip,rare total<5
course,3,3,0.01,skip,rare total<5
cowboy,3,3,0.01,skip,rare total<5
creek,3,3,0.01,skip,rare total<5
cribe,3,3,0.01,skip,rare total<5
crosswalk,3,3,0.01,skip,rare total<5
cube,3,3,0.01,skip,rare total<5
cuff,3,3,0.01,skip,rare total<5
dance floor,3,3,0.01,skip,rare total<5
dancer,3,3,0.01,skip,rare total<5
dead grass,3,3,0.01,skip,rare total<5
dining area,3,3,0.01,skip,rare total<5
dinner,3,3,0.01,skip,rare total<5
dirt ground,3,3,0.01,skip,rare total<5
dirty bathroom,3,3,0.01,skip,rare total<5
disc,3,3,0.01,skip,rare total<5
dot,3,3,0.01,skip,rare total<5
dryer,3,3,0.01,skip,rare total<5
duckling,3,3,0.01,skip,rare total<5
dvd,3,3,0.01,skip,rare total<5
exercise,3,3,0.01,skip,rare total<5
face paint,3,3,0.01,skip,rare total<5
fake mustache,3,3,0.01,skip,rare total<5
farm,3,3,0.01,skip,rare total<5
fauce,3,3,0.01,skip,rare total<5
fire place,3,3,0.01,skip,rare total<5
flamingo,3,3,0.01,skip,rare total<5
flower arrangement,3,3,0.01,skip,rare total<5
flower design,3,3,0.01,skip,rare total<5
flower garden,3,3,0.01,skip,rare total<5
fog,3,3,0.01,skip,rare total<5
food item,3,3,0.01,skip,rare total<5
force,3,3,0.01,skip,rare total<5
formal attire,3,3,0.01,skip,rare total<5
fr fr,3,3,0.01,skip,rare total<5
froth,3,3,0.01,skip,rare total<5
frumbnt,3,3,0.01,skip,rare total<5
ginger house,3,3,0.01,skip,rare total<5
glass vase,3,3,0.01,skip,rare total<5
globe,3,3,0.01,skip,rare total<5
gold earring,3,3,0.01,skip,rare total<5
google street,3,3,0.01,skip,rare total<5
hair brush,3,3,0.01,skip,rare total<5
halloween character,3,3,0.01,skip,rare total<5
hanger,3,3,0.01,skip,rare total<5
happy birthday,3,3,0.01,skip,rare total<5
happy year,3,3,0.01,skip,rare total<5
hawaiian shirt,3,3,0.01,skip,rare total<5
hedge,3,3,0.01,skip,rare total<5
hermitage palace,3,3,0.01,skip,rare total<5
hop,3,3,0.01,skip,rare total<5
hope,3,3,0.01,skip,rare total<5
hot tub,3,3,0.01,skip,rare total<5
hydrant,3,3,0.01,skip,rare total<5
information,3,3,0.01,skip,rare total<5
jail,3,3,0.01,skip,rare total<5
jedi,3,3,0.01,skip,rare total<5
jeep,3,3,0.01,skip,rare total<5
jet ski,3,3,0.01,skip,rare total<5
key,3,3,0.01,skip,rare total<5
lab coat,3,3,0.01,skip,rare total<5
landscape,3,3,0.01,skip,"rare total<5, already in label list"
law,3,3,0.01,skip,rare total<5
lego star war,3,3,0.01,skip,rare total<5
level,3,3,0.01,skip,rare total<5
lid,3,3,0.01,skip,rare total<5
lion costume,3,3,0.01,skip,rare total<5
lisa,3,3,0.01,skip,rare total<5
long beak,3,3,0.01,skip,rare total<5
long hallway,3,3,0.01,skip,rare total<5
long nose,3,3,0.01,skip,rare total<5
long stem,3,3,0.01,skip,rare total<5
marble floor,3,3,0.01,skip,rare total<5
mario,3,3,0.01,skip,rare total<5
marsh,3,3,0.01,skip,rare total<5
martial,3,3,0.01,skip,rare total<5
mass,3,3,0.01,skip,rare total<5
meat dish,3,3,0.01,skip,rare total<5
metal rack,3,3,0.01,skip,rare total<5
metal railing,3,3,0.01,skip,rare total<5
metal sculpture,3,3,0.01,skip,rare total<5
mickey mouse,3,3,0.01,skip,rare total<5
mile,3,3,0.01,skip,rare total<5
minute,3,3,0.01,skip,rare total<5
mom,3,3,0.01,skip,rare total<5
mosque,3,3,0.01,skip,rare total<5
movie poster,3,3,0.01,skip,rare total<5
musical instrument,3,3,0.01,skip,rare total<5
musician,3,3,0.01,skip,rare total<5
neon,3,3,0.01,skip,rare total<5
neon sign,3,3,0.01,skip,rare total<5
nfl,3,3,0.01,skip,rare total<5
oral care toothbrush,3,3,0.01,skip,rare total<5
ose,3,3,0.01,skip,rare total<5
pac,3,3,0.01,skip,rare total<5
paddle,3,3,0.01,skip,rare total<5
panda bear,3,3,0.01,skip,rare total<5
panel,3,3,0.01,skip,rare total<5
paper hat,3,3,0.01,skip,rare total<5
paper plate,3,3,0.01,skip,rare total<5
paradise,3,3,0.01,skip,rare total<5
parked car,3,3,0.01,skip,"rare total<5, already in label list"
parking area,3,3,0.01,skip,rare total<5
patriot,3,3,0.01,skip,rare total<5
pencil,3,3,0.01,skip,rare total<5
pick,3,3,0.01,skip,rare total<5
pirate hat,3,3,0.01,skip,rare total<5
plastic tube,3,3,0.01,skip,rare total<5
pocket watch,3,3,0.01,skip,rare total<5
police uniform,3,3,0.01,skip,rare total<5
polish,3,3,0.01,skip,rare total<5
pony,3,3,0.01,skip,rare total<5
power plant,3,3,0.01,skip,rare total<5
price tag,3,3,0.01,skip,rare total<5
purse,3,3,0.01,skip,rare total<5
qr code,3,3,0.01,skip,rare total<5
remote control system,3,3,0.01,skip,rare total<5
residential neighborhood,3,3,0.01,skip,rare total<5
rhino,3,3,0.01,skip,rare total<5
ribbon,3,3,0.01,skip,rare total<5
rim,3,3,0.01,skip,rare total<5
roasting pan,3,3,0.01,skip,rare total<5
robot toy,3,3,0.01,skip,rare total<5
rom,3,3,0.01,skip,rare total<5
rubber,3,3,0.01,skip,rare total<5
sailboat,3,3,0.01,skip,"rare total<5, already in label list"
sand pit,3,3,0.01,skip,rare total<5
satellite,3,3,0.01,skip,rare total<5
sausage,3,3,0.01,skip,rare total<5
sc sc sc sc sc sc sc sc sc sc sc sc sc sc sc sc sc sc sc sc,3,3,0.01,skip,rare total<5
scan,3,3,0.01,skip,rare total<5
scooter,3,3,0.01,skip,rare total<5
score,3,3,0.01,skip,rare total<5
sea lion swimming,3,3,0.01,skip,rare total<5
seal swimming,3,3,0.01,skip,rare total<5
shovel,3,3,0.01,skip,rare total<5
skirt,3,3,0.01,skip,rare total<5
soap,3,3,0.01,skip,rare total<5
son,3,3,0.01,skip,rare total<5
space station,3,3,0.01,skip,rare total<5
sparkle stick,3,3,0.01,skip,rare total<5
spat,3,3,0.01,skip,rare total<5
speaker,3,3,0.01,skip,rare total<5
spot,3,3,0.01,skip,rare total<5
staff,3,3,0.01,skip,rare total<5
stationary bike,3,3,0.01,skip,rare total<5
steeple,3,3,0.01,skip,rare total<5
stockholm,3,3,0.01,skip,rare total<5
stone bench,3,3,0.01,skip,rare total<5
stone path,3,3,0.01,skip,rare total<5
stone walkway,3,3,0.01,skip,rare total<5
storm,3,3,0.01,skip,rare total<5
straw hat,3,3,0.01,skip,rare total<5
stream,3,3,0.01,skip,rare total<5
style,3,3,0.01,skip,rare total<5
su sui,3,3,0.01,skip,rare total<5
sugar,3,3,0.01,skip,rare total<5
summer,3,3,0.01,skip,rare total<5
superman,3,3,0.01,skip,rare total<5
surgery,3,3,0.01,skip,rare total<5
sweatshirt,3,3,0.01,skip,rare total<5
swimsuit,3,3,0.01,skip,rare total<5
swing chair,3,3,0.01,skip,rare total<5
tape,3,3,0.01,skip,rare total<5
taree,3,3,0.01,skip,rare total<5
teenage mutant ninja,3,3,0.01,skip,rare total<5
theme,3,3,0.01,skip,rare total<5
tia,3,3,0.01,skip,rare total<5
tiger,3,3,0.01,skip,rare total<5
todd boy,3,3,0.01,skip,rare total<5
tongue,3,3,0.01,skip,rare total<5
tonight,3,3,0.01,skip,rare total<5
toothpass,3,3,0.01,skip,rare total<5
train engine,3,3,0.01,skip,rare total<5
trumpet,3,3,0.01,skip,rare total<5
tuxed tuxed,3,3,0.01,skip,rare total<5
united stat,3,3,0.01,skip,rare total<5
valley,3,3,0.01,skip,rare total<5
video screen,3,3,0.01,skip,rare total<5
villa,3,3,0.01,skip,rare total<5
walk,3,3,0.01,skip,rare total<5
watch face,3,3,0.01,skip,rare total<5
water park,3,3,0.01,skip,rare total<5
water pump,3,3,0.01,skip,rare total<5
waterway,3,3,0.01,skip,rare total<5
whale swimming,3,3,0.01,skip,rare total<5
wig,3,3,0.01,skip,rare total<5
windshield,3,3,0.01,skip,rare total<5
wine barrel,3,3,0.01,skip,rare total<5
wine bottle,3,3,0.01,skip,rare total<5
winter,3,3,0.01,skip,rare total<5
wooden bowl,3,3,0.01,skip,rare total<5
wooden chair,3,3,0.01,skip,rare total<5
wooden climbing wall,3,3,0.01,skip,rare total<5
wooden crate,3,3,0.01,skip,rare total<5
wooden pole,3,3,0.01,skip,rare total<5
wooden shelf,3,3,0.01,skip,rare total<5
wooden toy,3,3,0.01,skip,rare total<5
yesterday,3,3,0.01,skip,rare total<5
york,3,3,0.01,skip,rare total<5
africa,3,2,0.01,skip,"rare total<5, rare docs<3"
american,3,2,0.01,skip,"rare total<5, rare docs<3"
bro,3,2,0.01,skip,"rare total<5, rare docs<3"
brother,3,2,0.01,skip,"rare total<5, rare docs<3"
buling,3,2,0.01,skip,"rare total<5, rare docs<3"
chalk,3,2,0.01,skip,"rare total<5, rare docs<3"
coffee pot,3,2,0.01,skip,"rare total<5, rare docs<3"
convey,3,2,0.01,skip,"rare total<5, rare docs<3"
french fry,3,2,0.01,skip,"rare total<5, rare docs<3"
gifet,3,2,0.01,skip,"rare total<5, rare docs<3"
gloom,3,2,0.01,skip,"rare total<5, rare docs<3"
gold mask,3,2,0.01,skip,"rare total<5, rare docs<3"
headstone,3,2,0.01,skip,"rare total<5, rare docs<3"
june,3,2,0.01,skip,"rare total<5, rare docs<3"
kansa,3,2,0.01,skip,"rare total<5, rare docs<3"
lego star war vehicle,3,2,0.01,skip,"rare total<5, rare docs<3"
long counter,3,2,0.01,skip,"rare total<5, rare docs<3"
mary,3,2,0.01,skip,"rare total<5, rare docs<3"
metal handle,3,2,0.01,skip,"rare total<5, rare docs<3"
paris,3,2,0.01,skip,"rare total<5, rare docs<3"
scoop,3,2,0.01,skip,"rare total<5, rare docs<3"
screenshote,3,2,0.01,skip,"rare total<5, rare docs<3"
toilet brush,3,2,0.01,skip,"rare total<5, rare docs<3"
weed,3,2,0.01,skip,"rare total<5, rare docs<3"
charge,3,1,0.00,skip,"rare total<5, rare docs<3"
mummy,3,1,0.00,skip,"rare total<5, rare docs<3"
pxl 20211019 214354417mp4,3,1,0.00,skip,"rare total<5, rare docs<3"
saint croix,3,1,0.00,skip,"rare total<5, rare docs<3"
sheikh,3,1,0.00,skip,"rare total<5, rare docs<3"
vid 20191208 154355mp4,3,1,0.00,skip,"rare total<5, rare docs<3"
vid 20200306 105210mp4,3,1,0.00,skip,"rare total<5, rare docs<3"
4r0a0568jpg,2,2,0.01,skip,"rare total<5, rare docs<3"
4r0a0633jpg,2,2,0.01,skip,"rare total<5, rare docs<3"
abu,2,2,0.01,skip,"rare total<5, rare docs<3"
adventure,2,2,0.01,skip,"rare total<5, rare docs<3"
advertisement,2,2,0.01,skip,"rare total<5, rare docs<3"
ag ag ag ag ag ag ag ag ag ag ag ag ag ag ag ag ag,2,2,0.01,skip,"rare total<5, rare docs<3"
age,2,2,0.01,skip,"rare total<5, rare docs<3"
air hockey,2,2,0.01,skip,"rare total<5, rare docs<3"
airplane wing,2,2,0.01,skip,"rare total<5, rare docs<3"
airport runway,2,2,0.01,skip,"rare total<5, rare docs<3"
alcohol,2,2,0.01,skip,"rare total<5, rare docs<3"
ant,2,2,0.01,skip,"rare total<5, rare docs<3"
astronaut suit,2,2,0.01,skip,"rare total<5, rare docs<3"
atlantis,2,2,0.01,skip,"rare total<5, rare docs<3"
atlantis hotel,2,2,0.01,skip,"rare total<5, rare docs<3"
auto,2,2,0.01,skip,"rare total<5, rare docs<3"
avoca,2,2,0.01,skip,"rare total<5, rare docs<3"
award,2,2,0.01,skip,"rare total<5, rare docs<3"
baby bouncer,2,2,0.01,skip,"rare total<5, rare docs<3"
baby doll,2,2,0.01,skip,"rare total<5, rare docs<3"
bacon,2,2,0.01,skip,"rare total<5, rare docs<3"
bal,2,2,0.01,skip,"rare total<5, rare docs<3"
bald,2,2,0.01,skip,"rare total<5, rare docs<3"
ballroom,2,2,0.01,skip,"rare total<5, rare docs<3"
bamboo,2,2,0.01,skip,"rare total<5, rare docs<3"
band pigeon,2,2,0.01,skip,"rare total<5, rare docs<3"
bark,2,2,0.01,skip,"rare total<5, rare docs<3"
baseball ball,2,2,0.01,skip,"rare total<5, rare docs<3"
baseball jersey,2,2,0.01,skip,"rare total<5, rare docs<3"
baseball shirt,2,2,0.01,skip,"rare total<5, rare docs<3"
basement,2,2,0.01,skip,"rare total<5, rare docs<3"
bathroom mirror,2,2,0.01,skip,"rare total<5, rare docs<3"
batter,2,2,0.01,skip,"rare total<5, rare docs<3"
bea,2,2,0.01,skip,"rare total<5, rare docs<3"
bear statue,2,2,0.01,skip,"rare total<5, rare docs<3"
bell,2,2,0.01,skip,"rare total<5, rare docs<3"
ben,2,2,0.01,skip,"rare total<5, rare docs<3"
beverage,2,2,0.01,skip,"rare total<5, rare docs<3"
bibinpap,2,2,0.01,skip,"rare total<5, rare docs<3"
bike handle,2,2,0.01,skip,"rare total<5, rare docs<3"
bill,2,2,0.01,skip,"rare total<5, rare docs<3, already in label list"
bird house,2,2,0.01,skip,"rare total<5, rare docs<3"
bird swimming,2,2,0.01,skip,"rare total<5, rare docs<3"
birthday banner,2,2,0.01,skip,"rare total<5, rare docs<3"
bite,2,2,0.01,skip,"rare total<5, rare docs<3"
biter,2,2,0.01,skip,"rare total<5, rare docs<3"
blower,2,2,0.01,skip,"rare total<5, rare docs<3"
bmw car,2,2,0.01,skip,"rare total<5, rare docs<3"
boardwalk,2,2,0.01,skip,"rare total<5, rare docs<3"
boat dock,2,2,0.01,skip,"rare total<5, rare docs<3"
bookcase,2,2,0.01,skip,"rare total<5, rare docs<3"
boot,2,2,0.01,skip,"rare total<5, rare docs<3"
bounce,2,2,0.01,skip,"rare total<5, rare docs<3"
bounce house,2,2,0.01,skip,"rare total<5, rare docs<3"
bracelet,2,2,0.01,skip,"rare total<5, rare docs<3"
brand,2,2,0.01,skip,"rare total<5, rare docs<3"
brick path,2,2,0.01,skip,"rare total<5, rare docs<3"
brick sidewalk,2,2,0.01,skip,"rare total<5, rare docs<3"
bright sun,2,2,0.01,skip,"rare total<5, rare docs<3"
brocco,2,2,0.01,skip,"rare total<5, rare docs<3"
broken arm,2,2,0.01,skip,"rare total<5, rare docs<3"
broken seat,2,2,0.01,skip,"rare total<5, rare docs<3"
bronze,2,2,0.01,skip,"rare total<5, rare docs<3"
bronze statue,2,2,0.01,skip,"rare total<5, rare docs<3"
bulb,2,2,0.01,skip,"rare total<5, rare docs<3"
bun,2,2,0.01,skip,"rare total<5, rare docs<3"
bunk,2,2,0.01,skip,"rare total<5, rare docs<3"
bunk bed,2,2,0.01,skip,"rare total<5, rare docs<3"
burger,2,2,0.01,skip,"rare total<5, rare docs<3"
cabo,2,2,0.01,skip,"rare total<5, rare docs<3"
cacturis,2,2,0.01,skip,"rare total<5, rare docs<3"
calendar,2,2,0.01,skip,"rare total<5, rare docs<3"
camera bag,2,2,0.01,skip,"rare total<5, rare docs<3"
camera len,2,2,0.01,skip,"rare total<5, rare docs<3"
campus,2,2,0.01,skip,"rare total<5, rare docs<3"
cane,2,2,0.01,skip,"rare total<5, rare docs<3"
canister,2,2,0.01,skip,"rare total<5, rare docs<3"
capitol,2,2,0.01,skip,"rare total<5, rare docs<3"
captain america costume,2,2,0.01,skip,"rare total<5, rare docs<3"
car tire,2,2,0.01,skip,"rare total<5, rare docs<3"
car trunk,2,2,0.01,skip,"rare total<5, rare docs<3"
cardboard board,2,2,0.01,skip,"rare total<5, rare docs<3"
cardboard castle,2,2,0.01,skip,"rare total<5, rare docs<3"
cardboard model,2,2,0.01,skip,"rare total<5, rare docs<3"
caricature,2,2,0.01,skip,"rare total<5, rare docs<3"
carnival,2,2,0.01,skip,"rare total<5, rare docs<3"
carving,2,2,0.01,skip,"rare total<5, rare docs<3"
cat tower,2,2,0.01,skip,"rare total<5, rare docs<3"
caution,2,2,0.01,skip,"rare total<5, rare docs<3"
cellar,2,2,0.01,skip,"rare total<5, rare docs<3"
cement floor,2,2,0.01,skip,"rare total<5, rare docs<3"
cement surface,2,2,0.01,skip,"rare total<5, rare docs<3"
cement wall,2,2,0.01,skip,"rare total<5, rare docs<3"
ceremony,2,2,0.01,skip,"rare total<5, rare docs<3"
chain fence,2,2,0.01,skip,"rare total<5, rare docs<3"
chain link fence,2,2,0.01,skip,"rare total<5, rare docs<3"
chanukah,2,2,0.01,skip,"rare total<5, rare docs<3"
chef hat,2,2,0.01,skip,"rare total<5, rare docs<3"
child s hair,2,2,0.01,skip,"rare total<5, rare docs<3"
child s play,2,2,0.01,skip,"rare total<5, rare docs<3"
child swimming,2,2,0.01,skip,"rare total<5, rare docs<3"
chili,2,2,0.01,skip,"rare total<5, rare docs<3"
chinese character,2,2,0.01,skip,"rare total<5, rare docs<3"
chinese costume,2,2,0.01,skip,"rare total<5, rare docs<3"
chinese flag,2,2,0.01,skip,"rare total<5, rare docs<3"
chocolate ice cream,2,2,0.01,skip,"rare total<5, rare docs<3"
chocolate sauce,2,2,0.01,skip,"rare total<5, rare docs<3"
choir,2,2,0.01,skip,"rare total<5, rare docs<3"
circular,2,2,0.01,skip,"rare total<5, rare docs<3"
city square,2,2,0.01,skip,"rare total<5, rare docs<3"
claus,2,2,0.01,skip,"rare total<5, rare docs<3"
clear case,2,2,0.01,skip,"rare total<5, rare docs<3"
clique cosmetic matte nail polish,2,2,0.01,skip,"rare total<5, rare docs<3"
clock face,2,2,0.01,skip,"rare total<5, rare docs<3"
clock glass window,2,2,0.01,skip,"rare total<5, rare docs<3"
clothing store,2,2,0.01,skip,"rare total<5, rare docs<3"
cloudy background,2,2,0.01,skip,"rare total<5, rare docs<3"
coffee machine,2,2,0.01,skip,"rare total<5, rare docs<3"
coffee mug,2,2,0.01,skip,"rare total<5, rare docs<3"
collage,2,2,0.01,skip,"rare total<5, rare docs<3"
college,2,2,0.01,skip,"rare total<5, rare docs<3"
color,2,2,0.01,skip,"rare total<5, rare docs<3"
colored disc,2,2,0.01,skip,"rare total<5, rare docs<3"
colorful umbrella,2,2,0.01,skip,"rare total<5, rare docs<3"
colorful wall,2,2,0.01,skip,"rare total<5, rare docs<3"
column,2,2,0.01,skip,"rare total<5, rare docs<3"
concrete wall,2,2,0.01,skip,"rare total<5, rare docs<3"
condo,2,2,0.01,skip,"rare total<5, rare docs<3"
container ship,2,2,0.01,skip,"rare total<5, rare docs<3"
contra,2,2,0.01,skip,"rare total<5, rare docs<3"
contra streak,2,2,0.01,skip,"rare total<5, rare docs<3"
convention,2,2,0.01,skip,"rare total<5, rare docs<3"
cord cord,2,2,0.01,skip,"rare total<5, rare docs<3"
costco,2,2,0.01,skip,"rare total<5, rare docs<3"
county,2,2,0.01,skip,"rare total<5, rare docs<3"
cowboy hat,2,2,0.01,skip,"rare total<5, rare docs<3"
crap,2,2,0.01,skip,"rare total<5, rare docs<3"
crowded street,2,2,0.01,skip,"rare total<5, rare docs<3"
crystal,2,2,0.01,skip,"rare total<5, rare docs<3"
curly hair,2,2,0.01,skip,"rare total<5, rare docs<3"
curved roof,2,2,0.01,skip,"rare total<5, rare docs<3"
cut,2,2,0.01,skip,"rare total<5, rare docs<3"
d store,2,2,0.01,skip,"rare total<5, rare docs<3"
dad,2,2,0.01,skip,"rare total<5, rare docs<3"
dead bird,2,2,0.01,skip,"rare total<5, rare docs<3"
dead branch,2,2,0.01,skip,"rare total<5, rare docs<3"
dead fish,2,2,0.01,skip,"rare total<5, rare docs<3"
deal,2,2,0.01,skip,"rare total<5, rare docs<3"
decorative object,2,2,0.01,skip,"rare total<5, rare docs<3"
dent,2,2,0.01,skip,"rare total<5, rare docs<3"
desert garden,2,2,0.01,skip,"rare total<5, rare docs<3"
desert landscape,2,2,0.01,skip,"rare total<5, rare docs<3"
development,2,2,0.01,skip,"rare total<5, rare docs<3"
different item,2,2,0.01,skip,"rare total<5, rare docs<3"
different people,2,2,0.01,skip,"rare total<5, rare docs<3"
digital clock,2,2,0.01,skip,"rare total<5, rare docs<3"
dipping,2,2,0.01,skip,"rare total<5, rare docs<3"
dirty room,2,2,0.01,skip,"rare total<5, rare docs<3"
dispenser,2,2,0.01,skip,"rare total<5, rare docs<3"
diver,2,2,0.01,skip,"rare total<5, rare docs<3"
diving,2,2,0.01,skip,"rare total<5, rare docs<3"
diving suit,2,2,0.01,skip,"rare total<5, rare docs<3"
dog bed,2,2,0.01,skip,"rare total<5, rare docs<3"
donut,2,2,0.01,skip,"rare total<5, rare docs<3"
door handle,2,2,0.01,skip,"rare total<5, rare docs<3"
dream,2,2,0.01,skip,"rare total<5, rare docs<3"
dress shoe,2,2,0.01,skip,"rare total<5, rare docs<3"
drinking,2,2,0.01,skip,"rare total<5, rare docs<3, already in label list"
drip drip,2,2,0.01,skip,"rare total<5, rare docs<3"
drip tube,2,2,0.01,skip,"rare total<5, rare docs<3"
driver,2,2,0.01,skip,"rare total<5, rare docs<3"
easter egg,2,2,0.01,skip,"rare total<5, rare docs<3"
eating,2,2,0.01,skip,"rare total<5, rare docs<3, already in label list"
egret,2,2,0.01,skip,"rare total<5, rare docs<3"
electrical outlet,2,2,0.01,skip,"rare total<5, rare docs<3"
electronic device,2,2,0.01,skip,"rare total<5, rare docs<3"
ellie,2,2,0.01,skip,"rare total<5, rare docs<3"
england,2,2,0.01,skip,"rare total<5, rare docs<3"
escape,2,2,0.01,skip,"rare total<5, rare docs<3"
exercise equipment,2,2,0.01,skip,"rare total<5, rare docs<3"
extension,2,2,0.01,skip,"rare total<5, rare docs<3"
exterior,2,2,0.01,skip,"rare total<5, rare docs<3"
facebook,2,2,0.01,skip,"rare total<5, rare docs<3"
fairy,2,2,0.01,skip,"rare total<5, rare docs<3"
falcon,2,2,0.01,skip,"rare total<5, rare docs<3"
fancy costume,2,2,0.01,skip,"rare total<5, rare docs<3"
feature,2,2,0.01,skip,"rare total<5, rare docs<3"
ferris wheel,2,2,0.01,skip,"rare total<5, rare docs<3"
fighter,2,2,0.01,skip,"rare total<5, rare docs<3"
figure,2,2,0.01,skip,"rare total<5, rare docs<3"
filling,2,2,0.01,skip,"rare total<5, rare docs<3"
filling taste,2,2,0.01,skip,"rare total<5, rare docs<3"
fire helmet,2,2,0.01,skip,"rare total<5, rare docs<3"
fire truck costume,2,2,0.01,skip,"rare total<5, rare docs<3"
fireman,2,2,0.01,skip,"rare total<5, rare docs<3"
fireman costume,2,2,0.01,skip,"rare total<5, rare docs<3"
fireworkss,2,2,0.01,skip,"rare total<5, rare docs<3"
fishing rod,2,2,0.01,skip,"rare total<5, rare docs<3"
floater,2,2,0.01,skip,"rare total<5, rare docs<3"
flooded area,2,2,0.01,skip,"rare total<5, rare docs<3"
flooded street,2,2,0.01,skip,"rare total<5, rare docs<3"
flour,2,2,0.01,skip,"rare total<5, rare docs<3"
flower bush,2,2,0.01,skip,"rare total<5, rare docs<3"
flower pot,2,2,0.01,skip,"rare total<5, rare docs<3"
flute,2,2,0.01,skip,"rare total<5, rare docs<3"
flyer,2,2,0.01,skip,"rare total<5, rare docs<3"
foam,2,2,0.01,skip,"rare total<5, rare docs<3"
foggy sky,2,2,0.01,skip,"rare total<5, rare docs<3"
food stand,2,2,0.01,skip,"rare total<5, rare docs<3"
food truck,2,2,0.01,skip,"rare total<5, rare docs<3"
fox,2,2,0.01,skip,"rare total<5, rare docs<3"
fracture,2,2,0.01,skip,"rare total<5, rare docs<3"
framson,2,2,0.01,skip,"rare total<5, rare docs<3"
france,2,2,0.01,skip,"rare total<5, rare docs<3"
francisco,2,2,0.01,skip,"rare total<5, rare docs<3"
frog,2,2,0.01,skip,"rare total<5, rare docs<3"
frozen frozen food,2,2,0.01,skip,"rare total<5, rare docs<3"
fruit stand,2,2,0.01,skip,"rare total<5, rare docs<3"
frun,2,2,0.01,skip,"rare total<5, rare docs<3"
fur,2,2,0.01,skip,"rare total<5, rare docs<3"
gallery,2,2,0.01,skip,"rare total<5, rare docs<3"
garbage truck,2,2,0.01,skip,"rare total<5, rare docs<3"
gas station,2,2,0.01,skip,"rare total<5, rare docs<3"
gauge,2,2,0.01,skip,"rare total<5, rare docs<3"
gdansk,2,2,0.01,skip,"rare total<5, rare docs<3"
ghost,2,2,0.01,skip,"rare total<5, rare docs<3"
giant baseball,2,2,0.01,skip,"rare total<5, rare docs<3"
giant panda statue,2,2,0.01,skip,"rare total<5, rare docs<3"
giant statue,2,2,0.01,skip,"rare total<5, rare docs<3"
gift,2,2,0.01,skip,"rare total<5, rare docs<3"
